timestamp, temperature_gpu, power_draw_w, power_limit_w, utilization_gpu, utilization_memory, memory_used_mib, memory_free_mib, clocks_throttle_reasons_active, clocks_current_sm_mhz, clocks_applications_graphics_mhz, clocks_current_memory_mhz, clocks_max_memory_mhz, pstate
1669272661224711245, 41, 29, 280, 0, 0, 387, 25382, 1, 300, 1350, 405, 7001, 8
1669272661252597816, 41, 29, 280, 0, 0, 393, 25376, 1, 300, 1350, 405, 7001, 8
1669272661393163216, 41, 29, 280, 0, 0, 393, 25376, 1, 300, 1350, 405, 7001, 8
1669272661419779958, 41, 29, 280, 0, 0, 393, 25376, 1, 300, 1350, 405, 7001, 8
1669272661447627457, 41, 29, 280, 0, 0, 393, 25376, 1, 300, 1350, 405, 7001, 8
1669272661473731743, 41, 29, 280, 0, 0, 393, 25376, 1, 300, 1350, 405, 7001, 8
1669272661499879742, 41, 29, 280, 0, 0, 393, 25376, 1, 300, 1350, 405, 7001, 8
1669272661530055765, 41, 29, 280, 0, 0, 393, 25376, 1, 300, 1350, 405, 7001, 8
1669272661556008082, 41, 29, 280, 0, 0, 393, 25376, 1, 300, 1350, 405, 7001, 8
1669272661582144320, 41, 29, 280, 0, 0, 393, 25376, 1, 300, 1350, 405, 7001, 8
1669272661610495612, 41, 29, 280, 0, 0, 393, 25376, 1, 300, 1350, 405, 7001, 8
1669272661636898787, 41, 29, 280, 0, 0, 393, 25376, 1, 300, 1350, 405, 7001, 8
1669272661662793693, 41, 29, 280, 0, 0, 393, 25376, 1, 300, 1350, 405, 7001, 8
1669272661691130472, 41, 29, 280, 0, 0, 395, 25373, 0, 1350, 1350, 7000, 7001, 0
1669272661755297011, 42, 29, 280, 0, 0, 396, 25372, 0, 1350, 1350, 7000, 7001, 0
1669272661772712655, 42, 48, 280, 0, 0, 398, 25370, 0, 1350, 1350, 7000, 7001, 0
1669272661794773862, 42, 48, 280, 2, 0, 401, 25368, 0, 1350, 1350, 7000, 7001, 0
1669272661814248547, 42, 48, 280, 2, 0, 401, 25368, 0, 1350, 1350, 7000, 7001, 0
1669272661834699056, 42, 48, 280, 2, 0, 428, 25341, 0, 1350, 1350, 7000, 7001, 0
1669272661852851798, 42, 48, 280, 2, 0, 428, 25341, 0, 1350, 1350, 7000, 7001, 0
1669272661869830807, 42, 63, 280, 2, 0, 549, 25219, 0, 1350, 1350, 6500, 7001, 2
1669272661898709742, 42, 63, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272661916378357, 42, 63, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272661934649343, 42, 63, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272661954503847, 42, 63, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272661974772792, 42, 71, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272661995964530, 42, 71, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272662015445264, 42, 71, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272662032501089, 42, 71, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272662051470270, 42, 71, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272662071346337, 42, 71, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272662091574467, 42, 74, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272662112968514, 42, 74, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272662132067726, 42, 74, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272662153771643, 42, 74, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272662173631866, 42, 74, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272662194088900, 42, 74, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272662213808596, 42, 74, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272662233589479, 42, 74, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272662254568019, 42, 74, 280, 2, 0, 558, 25211, 0, 1350, 1350, 6500, 7001, 2
1669272662275602916, 42, 74, 280, 2, 0, 598, 25171, 0, 1350, 1350, 6500, 7001, 2
1669272662295090002, 42, 74, 280, 2, 0, 598, 25171, 0, 1350, 1350, 6500, 7001, 2
1669272662313858693, 42, 74, 280, 2, 0, 598, 25171, 0, 1350, 1350, 6500, 7001, 2
1669272662333330743, 42, 74, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662354350067, 42, 74, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662372352567, 43, 74, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662388981094, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662405599905, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662423760694, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662440190781, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662457886458, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662476715766, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662494861531, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662511566503, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662528085608, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662545461513, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662561908046, 42, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662580888392, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662600141938, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662618836289, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662636768089, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662653829401, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662670402257, 43, 75, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662688060678, 43, 74, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662706513308, 43, 74, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662723009938, 43, 74, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662742332639, 43, 74, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662761120895, 43, 74, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662779159914, 43, 74, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662795738364, 43, 74, 280, 2, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662812361861, 43, 74, 280, 1, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662830839405, 43, 74, 280, 1, 0, 3819, 21950, 0, 1350, 1350, 6500, 7001, 2
1669272662866050274, 43, 74, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272662886761719, 43, 74, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272662911535906, 43, 74, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272662928088428, 43, 74, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272662945566614, 43, 74, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272662963940059, 43, 74, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272662981398478, 43, 74, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272662997716710, 43, 74, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663014228932, 43, 74, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663033088826, 43, 74, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663049387604, 43, 74, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663067494556, 43, 74, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663085891813, 43, 74, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663103395116, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663119635404, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663136146189, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663153539700, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663169847181, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663188956747, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663207150573, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663223932141, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663240476556, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663257438556, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663273914228, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663291346189, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663309728209, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663327398905, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663343822089, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663360305620, 43, 75, 280, 1, 0, 3821, 21948, 0, 1350, 1350, 6500, 7001, 2
1669272663397083943, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
1669272663421582176, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
1669272663439391610, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
1669272663455751824, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
1669272663474262222, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
1669272663492948379, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
1669272663510847038, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
1669272663528009147, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
1669272663544541300, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
1669272663561297332, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
1669272663577763798, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
1669272663595877020, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
1669272663614551275, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
1669272663632143274, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
1669272663648552531, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
1669272663665117063, 43, 75, 280, 1, 0, 3823, 21946, 0, 1350, 1350, 6500, 7001, 2
